frequency_hz,requested_field_oe,current_a,actual_current_a,direction,sweep_number,timestamp,s11_real,s11_imag,s11_magnitude,s11_magnitude_db,s11_phase_deg,s21_real,s21_imag,s21_magnitude,s21_magnitude_db,s21_phase_deg
1000000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.09889909,0.0,0.09889909,-20.096154089147763,0.0,-0.47421794,-0.82272591,0.9496107505726605,-0.4490875472876019,-119.95908176232871
1010000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.09603955,0.00950805,0.09650905749723701,-20.30863851312903,5.653938535675401,-0.50023312,-0.82733747,0.9668094246597595,-0.293182493012668,-121.1584199080666
1020000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.09178313,0.0183439,0.09359829923565333,-20.574640854144207,11.302293589834832,-0.4987475,-0.787183,0.9318831172659209,-0.6127711243736929,-122.35774201448093
1030000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.09600662,0.02924135,0.10036098661156585,-19.968701558975425,16.93949799972588,-0.52966122,-0.79850228,0.958199822133717,-0.3708782818795807,-123.55704709140474
1040000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.08852043,0.03677498,0.09585544158463462,-20.367664555436875,22.55998193555677,-0.54558941,-0.78627824,0.9570273115233681,-0.38151336411532977,-124.75633509200357
1050000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.08852731,0.04738482,0.10041118355177625,-19.96435827682067,28.158206917752697,-0.52688848,-0.72638271,0.897353504335752,-0.9407287369223537,-125.95560463950464
1060000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.08260117,0.0551478,0.09931884579579496,-20.059366722226603,33.72863706758841,-0.54349157,-0.71719639,0.8998631832062567,-0.9164703288889186,-127.15485635295396
1070000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.07725306,0.06315389,0.09978200790471045,-20.01895522077257,39.26578223598003,-0.59104146,-0.74693748,0.952494412827541,-0.4227512628691197,-128.35408896363677
1080000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.07355006,0.0729471,0.10359001266731074,-19.69364227647985,44.76418062890018,-0.5880428,-0.71200239,0.9234401648171645,-0.6918247967131851,-129.55330172003488
1090000000.0,250,0.8333333333333333,,forward,1,2026-07-30T00:01:10,0.06269545,0.07529857,0.09798262139148656,-20.17701891534668,50.21839858460788,-0.58628574,-0.68035821,0.8981192920997475,-0.9333194924929412,-130.7524938039027
