frequency_hz,requested_field_oe,current_a,actual_current_a,direction,sweep_number,timestamp,s11_real,s11_imag,s11_magnitude,s11_magnitude_db,s11_phase_deg,s21_real,s21_imag,s21_magnitude,s21_magnitude_db,s21_phase_deg
1000000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.10064319,0.0,0.10064319,-19.944312124494182,0.0,-0.49916731,-0.86719079,1.000593758542127,0.00515579067262401,-119.92534070741156
1010000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.0999444,0.00989463,0.10043299654096208,-19.96247158817077,5.6539353447707015,-0.4651526,-0.77037154,0.8999106905291945,-0.9160117786564086,-121.12370273132848
1020000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.10126951,0.02023986,0.10327228857955893,-19.720323972613375,11.302293216834448,-0.52519635,-0.8300723,0.9822684099983122,-0.15539645499092838,-122.32201061313482
1030000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.10018718,0.03051465,0.10473115535013877,-19.59848210970658,16.939498060178256,-0.54079007,-0.81641724,0.979280863480862,-0.18185464266432363,-123.52026143634555
1040000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.09199943,0.0382203,0.09962272056320737,-20.032832048809198,22.5599830903523,-0.54875122,-0.79195231,0.9634917554218222,-0.32303994482292897,-124.71845325945554
1050000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.08889452,0.04758137,0.10082768695704221,-19.928403913048555,28.158206142592277,-0.58427574,-0.80665366,0.9960262383812704,-0.034584415580112764,-125.91658261978559
1060000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.08757245,0.05846682,0.10529626318115425,-19.55174082103882,33.72863586265328,-0.57217198,-0.75614512,0.9482279352544591,-0.4617450860541467,-127.11464676115126
1070000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.07347437,0.06006484,0.09490135958521616,-20.45455131391411,39.26578470226901,-0.55782398,-0.70600731,0.899785482454833,-0.9172203643430132,-128.31264318762524
1080000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.06986866,0.06929588,0.09840502342446751,-20.139654618803917,44.76418065063415,-0.58715315,-0.71200613,0.9228767798100131,-0.6971256202386106,-129.51056746991878
1090000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.06819279,0.08190099,0.10657405299116761,-19.4469703554205,50.2183977735721,-0.64971958,-0.75514426,0.9961819040949921,-0.033227032098195476,-130.70841771448872
1100000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.05669256,0.08286891,0.10040569009743273,-19.96483349125165,55.623055823521476,-0.63667246,-0.70942887,0.9532267006918809,-0.416076023936327,-131.9061891153689
1110000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.04917938,0.0886228,0.10135389532240188,-19.88319110922405,60.97282643828569,-0.65154295,-0.69615951,0.9534916250592569,-0.4136623440537848,-133.10387873341108
1120000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.04070739,0.09256901,0.10112424641495332,-19.902894035217034,66.26242017966213,-0.68983853,-0.70686724,0.9876935215226322,-0.10755589691097461,-134.30148146054407
1130000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.03175141,0.09482137,0.09999622115692672,-20.00032823234067,71.48662037890236,-0.64035058,-0.62929287,0.8978075414804518,-0.9363350179034065,-135.4989937103066
1140000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.02399817,0.10104879,0.10385937667737564,-19.6710857639139,76.64027407841762,-0.69192995,-0.65212364,0.9508061303724604,-0.438160535966995,-136.69641083146638
1150000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.01390904,0.09555656,0.09656354152968499,-20.303736291810964,81.7182918502857,-0.68644609,-0.62038816,0.9252511570079087,-0.6748072631204306,-137.89372731783712
1160000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,0.00603048,0.10508745,0.10526033838313888,-19.554704763575327,86.71566372471084,-0.71818805,-0.62231284,0.9502985562399157,-0.4427986109075524,-139.0909386093768
1170000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.00290881,0.10237929,0.1024206043553747,-19.792253316872923,91.62745524183075,-0.6529775,-0.54234269,0.8488316728908541,-1.4235684750398225,-140.288038277756
1180000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.01140793,0.10092751,0.10157018825268072,-19.864674852304113,96.44882463384859,-0.70428817,-0.56051678,0.9001115970053476,-0.9140728565677548,-141.48502156711396
1190000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.01900697,0.09621245,0.09807191465237844,-20.16910691821763,101.17500838244051,-0.67771791,-0.51662147,0.8521732856642064,-1.3894416878667153,-142.6818810759933
1200000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.02690703,0.09507891,0.09881289080989888,-20.103727901280756,105.80134483442437,-0.81270272,-0.59309789,1.0061067628327773,0.05288136487478754,-143.8786095834286
1210000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.0349057,0.09424473,0.10050112947257309,-19.956581148760474,110.32326751244159,-0.75229721,-0.52529402,0.9175428598281088,-0.7474728008722948,-145.07520119737393
1220000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.04545837,0.0986688,0.10863698954084147,-19.2804455541867,114.73631619113968,-0.74589461,-0.49798332,0.89685347533768,-0.9455700923007833,-146.27164717839287
1230000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.04752158,0.08560382,0.09790972660715992,-20.18348324218277,119.03613835356921,-0.78961343,-0.50366062,0.9365700128528296,-0.5691950318908954,-147.46793928441264
1240000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.05633806,0.08603301,0.10283800763445244,-19.75692691785795,123.21847819992293,-0.80884553,-0.49248082,0.9469785897626478,-0.47319679697889633,-148.66406838321063
1250000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.05885821,0.0773206,0.09717388573461545,-20.249008611995635,127.27922085589931,-0.82769149,-0.48056781,0.9570886179589726,-0.38095697050745647,-149.86002512156972
1260000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.06629287,0.07568747,0.10061479875166378,-19.94676274275685,131.214353152324,-0.85726696,-0.47410003,0.97963129755722,-0.17874696708225957,-151.0557990240608
1270000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.07000844,0.0699596,0.09897235625867255,-20.089721805176133,135.01999260515365,-0.80971013,-0.42598423,0.9149278981610025,-0.7722625922147051,-152.2513787439193
1280000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.07690689,0.06758247,0.1023819319058446,-19.79553359492784,138.69238341643577,-0.84145337,-0.42051002,0.9406765920361563,-0.5311932580367484,-153.44675246557492
1290000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.07741999,0.05999274,0.0979437782827868,-20.18046293269551,142.22790019541875,-0.88465804,-0.41927385,0.978984376295385,-0.18448478176858993,-154.64190725770283
1300000000.0,-75.0,-0.25,,forward,1,2026-07-30T00:01:08,-0.0811677,0.05552871,0.09834446175333972,-20.145001845078493,145.62306180534262,-0.83536089,-0.37478086,0.9155809683277234,-0.7660648668296264,-155.8368280633021
